year,date,stage,course,distance,type,winner,distance_km,winner_name,winner_country_code,stage_type_group,decade,stages_count,starters,finishers,completion_rate,completion_pct
2000,2000-07-15,14,Draguignan to BrianÃ§on,249.5 km (155.0 mi),Stage with mountain(s),Santiago Botero (COL),249.5,Santiago Botero,COL,Mountain,2000,21,197,127,0.6446700507614214,64.46700507614213
2000,2000-07-16,15,BrianÃ§on to Courchevel,173.5 km (107.8 mi),Stage with mountain(s),Marco Pantani (ITA),173.5,Marco Pantani,ITA,Mountain,2000,21,197,127,0.6446700507614214,64.46700507614213
2000,2000-07-18,16,Courchevel to Morzine,196.5 km (122.1 mi),Stage with mountain(s),Richard Virenque (FRA),196.5,Richard Virenque,FRA,Mountain,2000,21,197,127,0.6446700507614214,64.46700507614213
2000,2000-07-19,17,Ãvian-les-Bains to Lausanne,155.0 km (96.3 mi),Hilly stage,Erik Dekker (NED),155.0,Erik Dekker,NED,Hilly,2000,21,197,127,0.6446700507614214,64.46700507614213
2000,2000-07-20,18,Lausanne to Freiburg (Germany),246.5 km (153.2 mi),Plain stage,Salvatore Commesso (ITA),246.5,Salvatore Commesso,ITA,Flat,2000,21,197,127,0.6446700507614214,64.46700507614213
2000,2000-07-21,19,Freiburg (Germany) to Mulhouse,58.5 km (36.4 mi),Individual time trial,Lance Armstrong (USA)[a],58.5,Lance Armstrong (USA)[a],,Time Trial,2000,21,197,127,0.6446700507614214,64.46700507614213
2000,2000-07-22,20,Belfort to Troyes,254.5 km (158.1 mi),Plain stage,Erik Zabel (GER),254.5,Erik Zabel,GER,Flat,2000,21,197,127,0.6446700507614214,64.46700507614213
2000,2000-07-23,21,Paris (Eiffel Tower)[12] to Paris (Champs-ÃlysÃ©es),138.0 km (85.7 mi),Plain stage,Stefano Zanini (ITA),138.0,Stefano Zanini,ITA,Flat,2000,21,197,127,0.6446700507614214,64.46700507614213
2001,2001-07-07,P,Dunkirk,8.2 km (5.1 mi),Individual time trial,Christophe Moreau (FRA),8.2,Christophe Moreau,FRA,Time Trial,2000,20,189,144,0.7619047619047619,76.19047619047619
2001,2001-07-08,1,Saint-Omer to Boulogne-sur-Mer,194.5 km (120.9 mi),Flat stage,Erik Zabel (GER),194.5,Erik Zabel,GER,Flat,2000,20,189,144,0.7619047619047619,76.19047619047619
2001,2001-07-09,2,Calais to Antwerp (Belgium),220.5 km (137.0 mi),Flat stage,Marc Wauters (BEL),220.5,Marc Wauters,BEL,Flat,2000,20,189,144,0.7619047619047619,76.19047619047619
2001,2001-07-10,3,Antwerp (Belgium) to Seraing (Belgium),198.5 km (123.3 mi),Flat stage,Erik Zabel (GER),198.5,Erik Zabel,GER,Flat,2000,20,189,144,0.7619047619047619,76.19047619047619
2001,2001-07-11,4,Huy (Belgium) to Verdun,215.0 km (133.6 mi),Flat stage,Laurent Jalabert (FRA),215.0,Laurent Jalabert,FRA,Flat,2000,20,189,144,0.7619047619047619,76.19047619047619
2001,2001-07-12,5,Verdun to Bar-le-Duc,67.0 km (41.6 mi),Team time trial,CrÃ©dit Agricole,67.0,CrÃ©dit Agricole,,Time Trial,2000,20,189,144,0.7619047619047619,76.19047619047619
2001,2001-07-13,6,Commercy to Strasbourg,211.5 km (131.4 mi),Flat stage,Jaan Kirsipuu (EST),211.5,Jaan Kirsipuu,EST,Flat,2000,20,189,144,0.7619047619047619,76.19047619047619
2001,2001-07-14,7,Strasbourg to Colmar,162.5 km (101.0 mi),Medium mountain stage,Laurent Jalabert (FRA),162.5,Laurent Jalabert,FRA,Mountain,2000,20,189,144,0.7619047619047619,76.19047619047619
2001,2001-07-15,8,Colmar to Pontarlier,222.5 km (138.3 mi),Flat stage,Erik Dekker (NED),222.5,Erik Dekker,NED,Flat,2000,20,189,144,0.7619047619047619,76.19047619047619
2001,2001-07-16,9,Pontarlier to Aix-les-Bains,185.0 km (115.0 mi),Flat stage,Serguei Ivanov (RUS),185.0,Serguei Ivanov,RUS,Flat,2000,20,189,144,0.7619047619047619,76.19047619047619
2001,2001-07-17,10,Aix-les-Bains to Alpe d'Huez,209.0 km (129.9 mi),High mountain stage,Lance Armstrong (USA)[a],209.0,Lance Armstrong (USA)[a],,Mountain,2000,20,189,144,0.7619047619047619,76.19047619047619
2001,2001-07-18,11,Grenoble to Chamrousse,32.0 km (19.9 mi),Individual time trial,Lance Armstrong (USA)[a],32.0,Lance Armstrong (USA)[a],,Time Trial,2000,20,189,144,0.7619047619047619,76.19047619047619
2001,2001-07-20,12,Perpignan to Plateau de Bonascre,166.5 km (103.5 mi),High mountain stage,FÃ©lix CÃ¡rdenas (COL),166.5,FÃ©lix CÃ¡rdenas,COL,Mountain,2000,20,189,144,0.7619047619047619,76.19047619047619
2001,2001-07-21,13,Foix to Saint-Lary-Soulan Pla d'Adet,194.0 km (120.5 mi),High mountain stage,Lance Armstrong (USA)[a],194.0,Lance Armstrong (USA)[a],,Mountain,2000,20,189,144,0.7619047619047619,76.19047619047619
2001,2001-07-22,14,Tarbes to Luz Ardiden,141.5 km (87.9 mi),High mountain stage,Roberto Laiseka (ESP),141.5,Roberto Laiseka,ESP,Mountain,2000,20,189,144,0.7619047619047619,76.19047619047619
2001,2001-07-24,15,Pau to Lavaur,232.5 km (144.5 mi),Flat stage,Rik Verbrugghe (BEL),232.5,Rik Verbrugghe,BEL,Flat,2000,20,189,144,0.7619047619047619,76.19047619047619
2001,2001-07-25,16,Castelsarrasin to Sarran,229.5 km (142.6 mi),Flat stage,Jens Voigt (GER),229.5,Jens Voigt,GER,Flat,2000,20,189,144,0.7619047619047619,76.19047619047619
2001,2001-07-26,17,Brive-la-Gaillarde to MontluÃ§on,194.0 km (120.5 mi),Flat stage,Serge Baguet (BEL),194.0,Serge Baguet,BEL,Flat,2000,20,189,144,0.7619047619047619,76.19047619047619
2001,2001-07-27,18,MontluÃ§on to Saint-Amand-Montrond,61.0 km (37.9 mi),Individual time trial,Lance Armstrong (USA)[a],61.0,Lance Armstrong (USA)[a],,Time Trial,2000,20,189,144,0.7619047619047619,76.19047619047619
2001,2001-07-28,19,OrlÃ©ans to Ãvry,149.5 km (92.9 mi),Flat stage,Erik Zabel (GER),149.5,Erik Zabel,GER,Flat,2000,20,189,144,0.7619047619047619,76.19047619047619
2001,2001-07-29,20,Corbeil-Essonnes to Paris (Champs-ÃlysÃ©es),160.5 km (99.7 mi),Flat stage,JÃ¡n Svorada (CZE),160.5,JÃ¡n Svorada,CZE,Flat,2000,20,189,144,0.7619047619047619,76.19047619047619
2002,2002-07-06,P,Luxembourg City (Luxembourg),7.0 km (4.3 mi),Individual time trial,Lance Armstrong (USA)[a],7.0,Lance Armstrong (USA)[a],,Time Trial,2000,20,189,153,0.8095238095238095,80.95238095238095
2002,2002-07-07,1,Luxembourg City (Luxembourg),192.5 km (119.6 mi),Plain stage,Rubens Bertogliati (SUI),192.5,Rubens Bertogliati,SUI,Flat,2000,20,189,153,0.8095238095238095,80.95238095238095
2002,2002-07-08,2,Luxembourg City (Luxembourg) to SaarbrÃ¼cken (Germany),181.0 km (112.5 mi),Plain stage,Ãscar Freire (ESP),181.0,Ãscar Freire,ESP,Flat,2000,20,189,153,0.8095238095238095,80.95238095238095
2002,2002-07-09,3,Metz to Reims,174.5 km (108.4 mi),Plain stage,Robbie McEwen (AUS),174.5,Robbie McEwen,AUS,Flat,2000,20,189,153,0.8095238095238095,80.95238095238095
2002,2002-07-10,4,Ãpernay to ChÃ¢teau-Thierry,67.5 km (41.9 mi),Team time trial,ONCEâEroski,67.5,ONCEâEroski,,Time Trial,2000,20,189,153,0.8095238095238095,80.95238095238095
2002,2002-07-11,5,Soissons to Rouen,195.0 km (121.2 mi),Plain stage,Jaan Kirsipuu (EST),195.0,Jaan Kirsipuu,EST,Flat,2000,20,189,153,0.8095238095238095,80.95238095238095
2002,2002-07-12,6,Forges-les-Eaux to AlenÃ§on,199.5 km (124.0 mi),Plain stage,Erik Zabel (GER),199.5,Erik Zabel,GER,Flat,2000,20,189,153,0.8095238095238095,80.95238095238095
2002,2002-07-13,7,Bagnoles-de-l'Orne to Avranches,176.0 km (109.4 mi),Plain stage,Bradley McGee (AUS),176.0,Bradley McGee,AUS,Flat,2000,20,189,153,0.8095238095238095,80.95238095238095
2002,2002-07-14,8,Saint-Martin-de-Landelles to Plouay,217.5 km (135.1 mi),Plain stage,Karsten Kroon (NED),217.5,Karsten Kroon,NED,Flat,2000,20,189,153,0.8095238095238095,80.95238095238095
2002,2002-07-15,9,Lanester to Lorient,52.0 km (32.3 mi),Individual time trial,Santiago Botero (COL),52.0,Santiago Botero,COL,Time Trial,2000,20,189,153,0.8095238095238095,80.95238095238095
2002,2002-07-17,10,Bazas to Pau,147.0 km (91.3 mi),Plain stage,Patrice Halgand (FRA),147.0,Patrice Halgand,FRA,Flat,2000,20,189,153,0.8095238095238095,80.95238095238095
2002,2002-07-18,11,Pau to La Mongie,158.0 km (98.2 mi),Stage with mountain(s),Lance Armstrong (USA)[a],158.0,Lance Armstrong (USA)[a],,Mountain,2000,20,189,153,0.8095238095238095,80.95238095238095
2002,2002-07-19,12,Lannemezan to Plateau de Beille,199.5 km (124.0 mi),Stage with mountain(s),Lance Armstrong (USA)[a],199.5,Lance Armstrong (USA)[a],,Mountain,2000,20,189,153,0.8095238095238095,80.95238095238095
2002,2002-07-20,13,Lavelanet to BÃ©ziers,171.0 km (106.3 mi),Plain stage,David Millar (GBR),171.0,David Millar,GBR,Flat,2000,20,189,153,0.8095238095238095,80.95238095238095
2002,2002-07-21,14,LodÃ¨ve to Mont Ventoux,221.0 km (137.3 mi),Stage with mountain(s),Richard Virenque (FRA),221.0,Richard Virenque,FRA,Mountain,2000,20,189,153,0.8095238095238095,80.95238095238095
2002,2002-07-23,15,Vaison-la-Romaine to Les Deux Alpes,226.5 km (140.7 mi),Hilly stage,Santiago Botero (COL),226.5,Santiago Botero,COL,Hilly,2000,20,189,153,0.8095238095238095,80.95238095238095
2002,2002-07-24,16,Les Deux Alpes to La Plagne,179.5 km (111.5 mi),Stage with mountain(s),Michael Boogerd (NED),179.5,Michael Boogerd,NED,Mountain,2000,20,189,153,0.8095238095238095,80.95238095238095
2002,2002-07-25,17,Aime to Cluses,142.0 km (88.2 mi),Stage with mountain(s),Dario Frigo (ITA),142.0,Dario Frigo,ITA,Mountain,2000,20,189,153,0.8095238095238095,80.95238095238095
2002,2002-07-26,18,Cluses to Bourg-en-Bresse,176.5 km (109.7 mi),Hilly stage,Thor Hushovd (NOR),176.5,Thor Hushovd,NOR,Hilly,2000,20,189,153,0.8095238095238095,80.95238095238095
2002,2002-07-27,19,RÃ©gniÃ©-Durette to MÃ¢con,50.0 km (31.1 mi),Individual time trial,Lance Armstrong (USA)[a],50.0,Lance Armstrong (USA)[a],,Time Trial,2000,20,189,153,0.8095238095238095,80.95238095238095
2002,2002-07-28,20,Melun to Paris (Champs-ÃlysÃ©es),144.0 km (89.5 mi),Plain stage,Robbie McEwen (AUS),144.0,Robbie McEwen,AUS,Flat,2000,20,189,153,0.8095238095238095,80.95238095238095
2003,2003-07-05,P,Paris,6.5 km (4.0 mi),Individual time trial,Bradley McGee (AUS),6.5,Bradley McGee,AUS,Time Trial,2000,20,198,147,0.7424242424242424,74.24242424242425
2003,2003-07-06,1,Saint-Denis to Meaux,168.0 km (104.4 mi),Flat stage,Alessandro Petacchi (ITA),168.0,Alessandro Petacchi,ITA,Flat,2000,20,198,147,0.7424242424242424,74.24242424242425
2003,2003-07-07,2,La FertÃ©-sous-Jouarre to Sedan,204.5 km (127.1 mi),Flat stage,Baden Cooke (AUS),204.5,Baden Cooke,AUS,Flat,2000,20,198,147,0.7424242424242424,74.24242424242425
2003,2003-07-08,3,Charleville-MÃ©ziÃ¨res to Saint-Dizier,167.5 km (104.1 mi),Flat stage,Alessandro Petacchi (ITA),167.5,Alessandro Petacchi,ITA,Flat,2000,20,198,147,0.7424242424242424,74.24242424242425
2003,2003-07-09,4,Joinville to Saint-Dizier,69.0 km (42.9 mi),Team time trial,U.S. Postal Service (USA),69.0,U.S. Postal Service,USA,Time Trial,2000,20,198,147,0.7424242424242424,74.24242424242425
2003,2003-07-10,5,Troyes to Nevers,196.5 km (122.1 mi),Flat stage,Alessandro Petacchi (ITA),196.5,Alessandro Petacchi,ITA,Flat,2000,20,198,147,0.7424242424242424,74.24242424242425
2003,2003-07-11,6,Nevers to Lyon,230.0 km (142.9 mi),Flat stage,Alessandro Petacchi (ITA),230.0,Alessandro Petacchi,ITA,Flat,2000,20,198,147,0.7424242424242424,74.24242424242425
2003,2003-07-12,7,Lyon to Morzine,230.5 km (143.2 mi),Mountain Stage (s),Richard Virenque (FRA),230.5,Richard Virenque,FRA,Mountain,2000,20,198,147,0.7424242424242424,74.24242424242425
2003,2003-07-13,8,Sallanches to Alpe d'Huez,219.0 km (136.1 mi),Mountain Stage (s),Iban Mayo (ESP),219.0,Iban Mayo,ESP,Mountain,2000,20,198,147,0.7424242424242424,74.24242424242425
2003,2003-07-14,9,Le Bourg-d'Oisans to Gap,184.5 km (114.6 mi),Mountain Stage (s),Alexander Vinokourov (KAZ),184.5,Alexander Vinokourov,KAZ,Mountain,2000,20,198,147,0.7424242424242424,74.24242424242425
2003,2003-07-15,10,Gap to Marseille,219.5 km (136.4 mi),Flat stage,Jakob Piil (DEN),219.5,Jakob Piil,DEN,Flat,2000,20,198,147,0.7424242424242424,74.24242424242425
2003,2003-07-17,11,Narbonne to Toulouse,153.5 km (95.4 mi),Flat stage,Juan Antonio Flecha (ESP),153.5,Juan Antonio Flecha,ESP,Flat,2000,20,198,147,0.7424242424242424,74.24242424242425
2003,2003-07-18,12,Gaillac to Cap DÃ©couverte,47.0 km (29.2 mi),Individual time trial,Jan Ullrich (GER),47.0,Jan Ullrich,GER,Time Trial,2000,20,198,147,0.7424242424242424,74.24242424242425
2003,2003-07-19,13,Toulouse to Ax 3 Domaines,197.5 km (122.7 mi),Mountain Stage (s),Carlos Sastre (ESP),197.5,Carlos Sastre,ESP,Mountain,2000,20,198,147,0.7424242424242424,74.24242424242425
2003,2003-07-20,14,Saint-Girons to Loudenvielle,191.5 km (119.0 mi),Mountain Stage (s),Gilberto Simoni (ITA),191.5,Gilberto Simoni,ITA,Mountain,2000,20,198,147,0.7424242424242424,74.24242424242425
2003,2003-07-21,15,BagnÃ¨res-de-Bigorre to Luz Ardiden,159.5 km (99.1 mi),Mountain Stage (s),Lance Armstrong (USA)[a],159.5,Lance Armstrong (USA)[a],,Mountain,2000,20,198,147,0.7424242424242424,74.24242424242425
2003,2003-07-23,16,Pau to Bayonne,197.5 km (122.7 mi),Hilly stage,Tyler Hamilton (USA),197.5,Tyler Hamilton,USA,Hilly,2000,20,198,147,0.7424242424242424,74.24242424242425
2003,2003-07-24,17,Dax to Bordeaux,181.0 km (112.5 mi),Flat stage,Servais Knaven (NED),181.0,Servais Knaven,NED,Flat,2000,20,198,147,0.7424242424242424,74.24242424242425
2003,2003-07-25,18,Bordeaux to Saint-Maixent-l'Ãcole,203.5 km (126.4 mi),Flat stage,Pablo Lastras (ESP),203.5,Pablo Lastras,ESP,Flat,2000,20,198,147,0.7424242424242424,74.24242424242425
2003,2003-07-26,19,Pornic to Nantes,49.0 km (30.4 mi),Individual time trial,David Millar (GBR),49.0,David Millar,GBR,Time Trial,2000,20,198,147,0.7424242424242424,74.24242424242425
2003,2003-07-27,20,Ville-d'Avray to Paris (Champs-ÃlysÃ©es),152.0 km (94.4 mi),Flat stage,Jean-Patrick Nazon (FRA),152.0,Jean-Patrick Nazon,FRA,Flat,2000,20,198,147,0.7424242424242424,74.24242424242425
2004,2004-07-03,P,LiÃ¨ge (Belgium),6.1 km (3.8 mi),Individual time trial,Fabian Cancellara (SUI),6.1,Fabian Cancellara,SUI,Time Trial,2000,20,188,147,0.7819148936170213,78.19148936170212
2004,2004-07-04,1,LiÃ¨ge (Belgium) to Charleroi (Belgium),202.5 km (125.8 mi),Plain stage,Jaan Kirsipuu (EST),202.5,Jaan Kirsipuu,EST,Flat,2000,20,188,147,0.7819148936170213,78.19148936170212
2004,2004-07-05,2,Charleroi (Belgium) to Namur (Belgium),197.0 km (122.4 mi),Plain stage,Robbie McEwen (AUS),197.0,Robbie McEwen,AUS,Flat,2000,20,188,147,0.7819148936170213,78.19148936170212
2004,2004-07-06,3,Waterloo (Belgium) to Wasquehal,210.0 km (130.5 mi),Plain stage,Jean-Patrick Nazon (FRA),210.0,Jean-Patrick Nazon,FRA,Flat,2000,20,188,147,0.7819148936170213,78.19148936170212
2004,2004-07-07,4,Cambrai to Arras,64.5 km (40.1 mi),Team time trial,U.S. Postal Service (USA),64.5,U.S. Postal Service,USA,Time Trial,2000,20,188,147,0.7819148936170213,78.19148936170212
2004,2004-07-08,5,Amiens to Chartres,200.5 km (124.6 mi),Plain stage,Stuart O'Grady (AUS),200.5,Stuart O'Grady,AUS,Flat,2000,20,188,147,0.7819148936170213,78.19148936170212
2004,2004-07-09,6,Bonneval to Angers,196.0 km (121.8 mi),Plain stage,Tom Boonen (BEL),196.0,Tom Boonen,BEL,Flat,2000,20,188,147,0.7819148936170213,78.19148936170212
2004,2004-07-10,7,ChÃ¢teaubriant to Saint-Brieuc,204.5 km (127.1 mi),Plain stage,Filippo Pozzato (ITA),204.5,Filippo Pozzato,ITA,Flat,2000,20,188,147,0.7819148936170213,78.19148936170212
2004,2004-07-11,8,Lamballe to Quimper,168.0 km (104.4 mi),Plain stage,Thor Hushovd (NOR),168.0,Thor Hushovd,NOR,Flat,2000,20,188,147,0.7819148936170213,78.19148936170212
2004,2004-07-13,9,Saint-LÃ©onard-de-Noblat to GuÃ©ret,160.5 km (99.7 mi),Plain stage,Robbie McEwen (AUS),160.5,Robbie McEwen,AUS,Flat,2000,20,188,147,0.7819148936170213,78.19148936170212
2004,2004-07-14,10,Limoges to Saint-Flour,237.0 km (147.3 mi),Hilly stage,Richard Virenque (FRA),237.0,Richard Virenque,FRA,Hilly,2000,20,188,147,0.7819148936170213,78.19148936170212
2004,2004-07-15,11,Saint-Flour to Figeac,164.0 km (101.9 mi),Hilly stage,David MoncoutiÃ© (FRA),164.0,David MoncoutiÃ©,FRA,Hilly,2000,20,188,147,0.7819148936170213,78.19148936170212
2004,2004-07-16,12,Castelsarrasin to La Mongie,197.5 km (122.7 mi),Mountain stage,Ivan Basso (ITA),197.5,Ivan Basso,ITA,Mountain,2000,20,188,147,0.7819148936170213,78.19148936170212
2004,2004-07-17,13,Lannemezan to Plateau de Beille,205.5 km (127.7 mi),Mountain stage,Lance Armstrong (USA)[a],205.5,Lance Armstrong (USA)[a],,Mountain,2000,20,188,147,0.7819148936170213,78.19148936170212
2004,2004-07-18,14,Carcassonne to NÃ®mes,192.5 km (119.6 mi),Plain stage,Aitor GonzÃ¡lez (ESP),192.5,Aitor GonzÃ¡lez,ESP,Flat,2000,20,188,147,0.7819148936170213,78.19148936170212
2004,2004-07-20,15,ValrÃ©as to Villard-de-Lans,180.5 km (112.2 mi),Mountain stage,Lance Armstrong (USA)[a],180.5,Lance Armstrong (USA)[a],,Mountain,2000,20,188,147,0.7819148936170213,78.19148936170212
2004,2004-07-21,16,Le Bourg-d'Oisans to Alpe d'Huez,15.5 km (9.6 mi),Individual time trial,Lance Armstrong (USA)[a],15.5,Lance Armstrong (USA)[a],,Time Trial,2000,20,188,147,0.7819148936170213,78.19148936170212
2004,2004-07-22,17,Le Bourg-d'Oisans to Le Grand-Bornand,204.5 km (127.1 mi),Mountain stage,Lance Armstrong (USA)[a],204.5,Lance Armstrong (USA)[a],,Mountain,2000,20,188,147,0.7819148936170213,78.19148936170212
2004,2004-07-23,18,Annemasse to Lons-le-Saunier,166.5 km (103.5 mi),Hilly stage,Juan Miguel Mercado (ESP),166.5,Juan Miguel Mercado,ESP,Hilly,2000,20,188,147,0.7819148936170213,78.19148936170212
2004,2004-07-24,19,BesanÃ§on to BesanÃ§on,55.0 km (34.2 mi),Individual time trial,Lance Armstrong (USA)[a],55.0,Lance Armstrong (USA)[a],,Time Trial,2000,20,188,147,0.7819148936170213,78.19148936170212
2004,2004-07-25,20,Montereau-Fault-Yonne to Paris (Champs-ÃlysÃ©es),163.0 km (101.3 mi),Plain stage,Tom Boonen (BEL),163.0,Tom Boonen,BEL,Flat,2000,20,188,147,0.7819148936170213,78.19148936170212
2005,2005-07-02,1,Fromentine to Noirmoutier-en-l'Ãle,19.0 km (11.8 mi),Individual time trial,David Zabriskie (USA),19.0,David Zabriskie,USA,Time Trial,2000,21,189,155,0.8201058201058201,82.01058201058201
2005,2005-07-03,2,Challans to Les Essarts,181.5 km (112.8 mi),Plain stage,Tom Boonen (BEL),181.5,Tom Boonen,BEL,Flat,2000,21,189,155,0.8201058201058201,82.01058201058201
2005,2005-07-04,3,La ChÃ¢taigneraie to Tours,212.5 km (132.0 mi),Plain stage,Tom Boonen (BEL),212.5,Tom Boonen,BEL,Flat,2000,21,189,155,0.8201058201058201,82.01058201058201
2005,2005-07-05,4,Tours to Blois,67.5 km (41.9 mi),Team time trial,Discovery Channel,67.5,Discovery Channel,,Time Trial,2000,21,189,155,0.8201058201058201,82.01058201058201
2005,2005-07-06,5,Chambord to Montargis,183.0 km (113.7 mi),Plain stage,Robbie McEwen (AUS),183.0,Robbie McEwen,AUS,Flat,2000,21,189,155,0.8201058201058201,82.01058201058201
2005,2005-07-07,6,Troyes to Nancy,199.0 km (123.7 mi),Plain stage,Lorenzo Bernucci (ITA),199.0,Lorenzo Bernucci,ITA,Flat,2000,21,189,155,0.8201058201058201,82.01058201058201
2005,2005-07-08,7,LunÃ©ville to Karlsruhe (Germany),228.5 km (142.0 mi),Plain stage,Robbie McEwen (AUS),228.5,Robbie McEwen,AUS,Flat,2000,21,189,155,0.8201058201058201,82.01058201058201
2005,2005-07-09,8,Pforzheim (Germany) to GÃ©rardmer,231.5 km (143.8 mi),Hilly stage,Pieter Weening (NED),231.5,Pieter Weening,NED,Hilly,2000,21,189,155,0.8201058201058201,82.01058201058201
2005,2005-07-10,9,GÃ©rardmer to Mulhouse,171.0 km (106.3 mi),Hilly stage,Michael Rasmussen (DEN),171.0,Michael Rasmussen,DEN,Hilly,2000,21,189,155,0.8201058201058201,82.01058201058201
2005,2005-07-12,10,Grenoble to Courchevel,177.0 km (110.0 mi),Mountain stage,Alejandro Valverde (ESP),177.0,Alejandro Valverde,ESP,Mountain,2000,21,189,155,0.8201058201058201,82.01058201058201
2005,2005-07-13,11,Courchevel to BrianÃ§on,173.0 km (107.5 mi),Mountain stage,Alexander Vinokourov (KAZ),173.0,Alexander Vinokourov,KAZ,Mountain,2000,21,189,155,0.8201058201058201,82.01058201058201
2005,2005-07-14,12,BrianÃ§on to Digne-les-Bains,187.0 km (116.2 mi),Hilly stage,David MoncoutiÃ© (FRA),187.0,David MoncoutiÃ©,FRA,Hilly,2000,21,189,155,0.8201058201058201,82.01058201058201
2005,2005-07-15,13,Miramas to Montpellier,173.5 km (107.8 mi),Plain stage,Robbie McEwen (AUS),173.5,Robbie McEwen,AUS,Flat,2000,21,189,155,0.8201058201058201,82.01058201058201
2005,2005-07-16,14,Agde to Ax 3 Domaines,220.5 km (137.0 mi),Mountain stage,Georg Totschnig (AUT),220.5,Georg Totschnig,AUT,Mountain,2000,21,189,155,0.8201058201058201,82.01058201058201
2005,2005-07-17,15,LÃ©zat-sur-LÃ¨ze to Saint-Lary-Soulan Pla d'Adet,205.5 km (127.7 mi),Mountain stage,George Hincapie (USA),205.5,George Hincapie,USA,Mountain,2000,21,189,155,0.8201058201058201,82.01058201058201
2005,2005-07-19,16,Mourenx to Pau,180.5 km (112.2 mi),Mountain stage,Ãscar Pereiro (ESP),180.5,Ãscar Pereiro,ESP,Mountain,2000,21,189,155,0.8201058201058201,82.01058201058201
2005,2005-07-20,17,Pau to Revel,239.5 km (148.8 mi),Plain stage,Paolo Savoldelli (ITA),239.5,Paolo Savoldelli,ITA,Flat,2000,21,189,155,0.8201058201058201,82.01058201058201
2005,2005-07-21,18,Albi to Mende,189.0 km (117.4 mi),Hilly stage,Marcos Antonio Serrano (ESP),189.0,Marcos Antonio Serrano,ESP,Hilly,2000,21,189,155,0.8201058201058201,82.01058201058201
2005,2005-07-22,19,Issoire to Le Puy-en-Velay,153.5 km (95.4 mi),Hilly stage,Giuseppe Guerini (ITA),153.5,Giuseppe Guerini,ITA,Hilly,2000,21,189,155,0.8201058201058201,82.01058201058201
2005,2005-07-23,20,Saint-Ãtienne to Saint-Ãtienne,55.5 km (34.5 mi),Individual time trial,Lance Armstrong (USA)[a],55.5,Lance Armstrong (USA)[a],,Time Trial,2000,21,189,155,0.8201058201058201,82.01058201058201
2005,2005-07-24,21,Corbeil-Essonnes to Paris (Champs-ÃlysÃ©es),144.5 km (89.8 mi),Plain stage,Alexander Vinokourov (KAZ),144.5,Alexander Vinokourov,KAZ,Flat,2000,21,189,155,0.8201058201058201,82.01058201058201
